"macro_name","body"
"CMD_CALL_FULL","#define CMD_CALL_FULL (CMD_CALL_PROPAGATE)"
"CMD_CALL_PROPAGATE","#define CMD_CALL_PROPAGATE (CMD_CALL_PROPAGATE_AOF|CMD_CALL_PROPAGATE_REPL)"
"CMD_CALL_FROM_MODULE","#define CMD_CALL_FROM_MODULE (1<<2)"
"CMD_CALL_PROPAGATE_REPL","#define CMD_CALL_PROPAGATE_REPL (1<<1)"
"CMD_CALL_PROPAGATE_AOF","#define CMD_CALL_PROPAGATE_AOF (1<<0)"
"CMD_CALL_NONE","#define CMD_CALL_NONE 0"
"IO_THREAD_RESUMING","#define IO_THREAD_RESUMING 3"
"IO_THREAD_PAUSED","#define IO_THREAD_PAUSED 2"
"IO_THREAD_PAUSING","#define IO_THREAD_PAUSING 1"
"IO_THREAD_UNPAUSED","#define IO_THREAD_UNPAUSED 0"
"SHUTDOWN_FORCE","#define SHUTDOWN_FORCE 8"
"SHUTDOWN_NOW","#define SHUTDOWN_NOW 4"
"SHUTDOWN_NOSAVE","#define SHUTDOWN_NOSAVE 2"
"SHUTDOWN_SAVE","#define SHUTDOWN_SAVE 1"
"SHUTDOWN_NOFLAGS","#define SHUTDOWN_NOFLAGS 0"
"UNIT_MILLISECONDS","#define UNIT_MILLISECONDS 1"
"UNIT_SECONDS","#define UNIT_SECONDS 0"
"MAXMEMORY_NO_EVICTION","#define MAXMEMORY_NO_EVICTION (7<<8)"
"MAXMEMORY_ALLKEYS_RANDOM","#define MAXMEMORY_ALLKEYS_RANDOM ((6<<8)|MAXMEMORY_FLAG_ALLKEYS)"
"MAXMEMORY_ALLKEYS_LFU","#define MAXMEMORY_ALLKEYS_LFU ((5<<8)|MAXMEMORY_FLAG_LFU|MAXMEMORY_FLAG_ALLKEYS)"
"MAXMEMORY_ALLKEYS_LRU","#define MAXMEMORY_ALLKEYS_LRU ((4<<8)|MAXMEMORY_FLAG_LRU|MAXMEMORY_FLAG_ALLKEYS)"
"MAXMEMORY_VOLATILE_RANDOM","#define MAXMEMORY_VOLATILE_RANDOM (3<<8)"
"MAXMEMORY_VOLATILE_TTL","#define MAXMEMORY_VOLATILE_TTL (2<<8)"
"MAXMEMORY_VOLATILE_LFU","#define MAXMEMORY_VOLATILE_LFU ((1<<8)|MAXMEMORY_FLAG_LFU)"
"MAXMEMORY_VOLATILE_LRU","#define MAXMEMORY_VOLATILE_LRU ((0<<8)|MAXMEMORY_FLAG_LRU)"
"MAXMEMORY_FLAG_NO_SHARED_INTEGERS","#define MAXMEMORY_FLAG_NO_SHARED_INTEGERS (MAXMEMORY_FLAG_LRU|MAXMEMORY_FLAG_LFU)"
"MAXMEMORY_FLAG_ALLKEYS","#define MAXMEMORY_FLAG_ALLKEYS (1<<2)"
"MAXMEMORY_FLAG_LFU","#define MAXMEMORY_FLAG_LFU (1<<1)"
"MAXMEMORY_FLAG_LRU","#define MAXMEMORY_FLAG_LRU (1<<0)"
"OOM_SCORE_ADJ_ABSOLUTE","#define OOM_SCORE_ADJ_ABSOLUTE 2"
"OOM_SCORE_RELATIVE","#define OOM_SCORE_RELATIVE 1"
"OOM_SCORE_ADJ_NO","#define OOM_SCORE_ADJ_NO 0"
"SET_OP_INTER","#define SET_OP_INTER 2"
"SET_OP_DIFF","#define SET_OP_DIFF 1"
"SET_OP_UNION","#define SET_OP_UNION 0"
"PROTECTED_ACTION_ALLOWED_LOCAL","#define PROTECTED_ACTION_ALLOWED_LOCAL 2"
"PROTECTED_ACTION_ALLOWED_YES","#define PROTECTED_ACTION_ALLOWED_YES 1"
"PROTECTED_ACTION_ALLOWED_NO","#define PROTECTED_ACTION_ALLOWED_NO 0"
"SANITIZE_DUMP_CLIENTS","#define SANITIZE_DUMP_CLIENTS 2"
"SANITIZE_DUMP_YES","#define SANITIZE_DUMP_YES 1"
"SANITIZE_DUMP_NO","#define SANITIZE_DUMP_NO 0"
"TLS_CLIENT_AUTH_OPTIONAL","#define TLS_CLIENT_AUTH_OPTIONAL 2"
"TLS_CLIENT_AUTH_YES","#define TLS_CLIENT_AUTH_YES 1"
"TLS_CLIENT_AUTH_NO","#define TLS_CLIENT_AUTH_NO 0"
"REPL_DISKLESS_LOAD_SWAPDB","#define REPL_DISKLESS_LOAD_SWAPDB 2"
"REPL_DISKLESS_LOAD_WHEN_DB_EMPTY","#define REPL_DISKLESS_LOAD_WHEN_DB_EMPTY 1"
"REPL_DISKLESS_LOAD_DISABLED","#define REPL_DISKLESS_LOAD_DISABLED 0"
"AOF_FSYNC_NO","#define AOF_FSYNC_NO 0"
"ZSKIPLIST_MAX_SEARCH","#define ZSKIPLIST_MAX_SEARCH 10"
"ZSKIPLIST_P","#define ZSKIPLIST_P 0.25"
"ZSKIPLIST_MAXLEVEL","#define ZSKIPLIST_MAXLEVEL 32"
"SUPERVISED_UPSTART","#define SUPERVISED_UPSTART 3"
"SUPERVISED_SYSTEMD","#define SUPERVISED_SYSTEMD 2"
"SUPERVISED_AUTODETECT","#define SUPERVISED_AUTODETECT 1"
"SUPERVISED_NONE","#define SUPERVISED_NONE 0"
"LL_RAW","#define LL_RAW (1<<10)"
"LL_NOTHING","#define LL_NOTHING 4"
"SORT_OP_GET","#define SORT_OP_GET 0"
"ZSET_MAX","#define ZSET_MAX 1"
"ZSET_MIN","#define ZSET_MIN 0"
"LIST_HEAD","#define LIST_HEAD 0"
"REPL_BACKLOG_INDEX_PER_BLOCKS","#define REPL_BACKLOG_INDEX_PER_BLOCKS 64"
"REPL_BACKLOG_TRIM_BLOCKS_PER_CALL","#define REPL_BACKLOG_TRIM_BLOCKS_PER_CALL 64"
"CONFIG_REPL_SYNCIO_TIMEOUT","#define CONFIG_REPL_SYNCIO_TIMEOUT 5"
"SLAVE_REQ_RDB_MASK","#define SLAVE_REQ_RDB_MASK (SLAVE_REQ_RDB_EXCLUDE_DATA | SLAVE_REQ_RDB_EXCLUDE_FUNCTIONS | SLAVE_REQ_SLOTS_SNAPSHOT)"
"SLAVE_REQ_RDB_NO_COMPRESS","#define SLAVE_REQ_RDB_NO_COMPRESS (1 << 4)"
"SLAVE_REQ_RDB_CHANNEL","#define SLAVE_REQ_RDB_CHANNEL (1 << 3)"
"SLAVE_REQ_SLOTS_SNAPSHOT","#define SLAVE_REQ_SLOTS_SNAPSHOT (1 << 2)"
"SLAVE_REQ_RDB_EXCLUDE_FUNCTIONS","#define SLAVE_REQ_RDB_EXCLUDE_FUNCTIONS (1 << 1)"
"SLAVE_REQ_RDB_EXCLUDE_DATA","#define SLAVE_REQ_RDB_EXCLUDE_DATA (1 << 0)"
"SLAVE_CAPA_RDB_CHANNEL_REPL","#define SLAVE_CAPA_RDB_CHANNEL_REPL (1<<2)"
"SLAVE_CAPA_PSYNC2","#define SLAVE_CAPA_PSYNC2 (1<<1)"
"SLAVE_CAPA_EOF","#define SLAVE_CAPA_EOF (1<<0)"
"SLAVE_CAPA_NONE","#define SLAVE_CAPA_NONE 0"
"MAX","#define MAX(a,b) (((a)>(b))?(a):(b))"
"MAX","#define MAX(a,b) ((a) > (b) ? (a) : (b))"
"SLAVE_STATE_SEND_BULK_AND_STREAM","#define SLAVE_STATE_SEND_BULK_AND_STREAM 12"
"SLAVE_STATE_WAIT_RDB_CHANNEL","#define SLAVE_STATE_WAIT_RDB_CHANNEL 11"
"SLAVE_STATE_RDB_TRANSMITTED","#define SLAVE_STATE_RDB_TRANSMITTED 10"
"SLAVE_STATE_ONLINE","#define SLAVE_STATE_ONLINE 9"
"SLAVE_STATE_SEND_BULK","#define SLAVE_STATE_SEND_BULK 8"
"SLAVE_STATE_WAIT_BGSAVE_END","#define SLAVE_STATE_WAIT_BGSAVE_END 7"
"REPL_DEBUG_ON_STREAMING_REPL_BUF","#define REPL_DEBUG_ON_STREAMING_REPL_BUF (1 << 3)"
"REPL_DEBUG_BEFORE_RDB_CHANNEL","#define REPL_DEBUG_BEFORE_RDB_CHANNEL (1 << 2)"
"REPL_DEBUG_AFTER_FORK","#define REPL_DEBUG_AFTER_FORK (1 << 1)"
"REPL_DEBUG_PAUSE_NONE","#define REPL_DEBUG_PAUSE_NONE (1 << 0)"
"REPL_MAIN_CH_CLOSE_ASAP","#define REPL_MAIN_CH_CLOSE_ASAP (1 << 3)"
"REPL_MAIN_CH_STREAMING_BUF","#define REPL_MAIN_CH_STREAMING_BUF (1 << 2)"
"REPL_MAIN_CH_ACCUMULATE_BUF","#define REPL_MAIN_CH_ACCUMULATE_BUF (1 << 1)"
"REPL_MAIN_CH_NONE","#define REPL_MAIN_CH_NONE (1 << 0)"
"CLIENT_TYPE_MASTER","#define CLIENT_TYPE_MASTER 3"
"CLIENT_TYPE_SLAVE","#define CLIENT_TYPE_SLAVE 1"
"CLIENT_TYPE_NORMAL","#define CLIENT_TYPE_NORMAL 0"
"PROTO_REQ_MULTIBULK","#define PROTO_REQ_MULTIBULK 2"
"PROTO_REQ_INLINE","#define PROTO_REQ_INLINE 1"
"CLIENT_READ_BAD_ARITY","#define CLIENT_READ_BAD_ARITY 15"
"CLIENT_READ_COMMAND_NOT_FOUND","#define CLIENT_READ_COMMAND_NOT_FOUND 14"
"CLIENT_READ_REACHED_MAX_QUERYBUF","#define CLIENT_READ_REACHED_MAX_QUERYBUF 13"
"CLIENT_READ_CONN_CLOSED","#define CLIENT_READ_CONN_CLOSED 12"
"CLIENT_READ_CONN_DISCONNECTED","#define CLIENT_READ_CONN_DISCONNECTED 11"
"CLIENT_READ_UNAUTH_MBUCK_COUNT","#define CLIENT_READ_UNAUTH_MBUCK_COUNT 10"
"CLIENT_READ_INVALID_MULTIBUCK_LENGTH","#define CLIENT_READ_INVALID_MULTIBUCK_LENGTH 9"
"CLIENT_READ_UNAUTH_BUCK_LENGTH","#define CLIENT_READ_UNAUTH_BUCK_LENGTH 8"
"CLIENT_READ_INVALID_BUCK_LENGTH","#define CLIENT_READ_INVALID_BUCK_LENGTH 7"
"CLIENT_READ_EXPECTED_DOLLAR","#define CLIENT_READ_EXPECTED_DOLLAR 6"
"CLIENT_READ_TOO_BIG_BUCK_COUNT_STRING","#define CLIENT_READ_TOO_BIG_BUCK_COUNT_STRING 5"
"CLIENT_READ_TOO_BIG_MBULK_COUNT_STRING","#define CLIENT_READ_TOO_BIG_MBULK_COUNT_STRING 4"
"CLIENT_READ_MASTER_USING_INLINE_PROTOCAL","#define CLIENT_READ_MASTER_USING_INLINE_PROTOCAL 3"
"CLIENT_READ_UNBALANCED_QUOTES","#define CLIENT_READ_UNBALANCED_QUOTES 2"
"CLIENT_READ_TOO_BIG_INLINE_REQUEST","#define CLIENT_READ_TOO_BIG_INLINE_REQUEST 1"
"CLIENT_IO_PENDING_CRON","#define CLIENT_IO_PENDING_CRON (1ULL<<5)"
"CLIENT_IO_CLOSE_ASAP","#define CLIENT_IO_CLOSE_ASAP (1ULL<<4)"
"CLIENT_IO_REUSABLE_QUERYBUFFER","#define CLIENT_IO_REUSABLE_QUERYBUFFER (1ULL<<3)"
"CLIENT_IO_PENDING_COMMAND","#define CLIENT_IO_PENDING_COMMAND (1ULL<<2)"
"CLIENT_IO_WRITE_ENABLED","#define CLIENT_IO_WRITE_ENABLED (1ULL<<1)"
"CLIENT_IO_READ_ENABLED","#define CLIENT_IO_READ_ENABLED (1ULL<<0)"
"CLIENT_MAX_DEFERRED_OBJECTS","#define CLIENT_MAX_DEFERRED_OBJECTS 32"
"CLIENT_AVOID_BLOCKING_ASYNC_FLUSH","#define CLIENT_AVOID_BLOCKING_ASYNC_FLUSH (CLIENT_DENY_BLOCKING|CLIENT_MULTI|CLIENT_LUA_DEBUG|CLIENT_LUA_DEBUG_SYNC|CLIENT_MODULE)"
"CLIENT_ASM_IMPORTING","#define CLIENT_ASM_IMPORTING (1ULL<<54)"
"CLIENT_ASM_MIGRATING","#define CLIENT_ASM_MIGRATING (1ULL<<53)"
"CLIENT_REPL_RDB_CHANNEL","#define CLIENT_REPL_RDB_CHANNEL (1ULL<<51)"
"CLIENT_MODULE_PREVENT_REPL_PROP","#define CLIENT_MODULE_PREVENT_REPL_PROP (1ULL<<49)"
"CLIENT_MODULE_PREVENT_AOF_PROP","#define CLIENT_MODULE_PREVENT_AOF_PROP (1ULL<<48)"
"CLIENT_MODULE_AUTH_HAS_RESULT","#define CLIENT_MODULE_AUTH_HAS_RESULT (1ULL<<47)"
"CLIENT_PUSHING","#define CLIENT_PUSHING (1ULL<<46)"
"CLIENT_NO_TOUCH","#define CLIENT_NO_TOUCH (1ULL<<45)"
"CLIENT_ALLOW_OOM","#define CLIENT_ALLOW_OOM (1ULL<<44)"
"CLIENT_NO_EVICT","#define CLIENT_NO_EVICT (1ULL<<43)"
"CLIENT_REPL_RDBONLY","#define CLIENT_REPL_RDBONLY (1ULL<<42)"
"CLIENT_CLOSE_AFTER_COMMAND","#define CLIENT_CLOSE_AFTER_COMMAND (1ULL<<40)"
"CLIENT_PROTOCOL_ERROR","#define CLIENT_PROTOCOL_ERROR (1ULL<<39)"
"CLIENT_IN_TO_TABLE","#define CLIENT_IN_TO_TABLE (1ULL<<38)"
"CLIENT_TRACKING_NOLOOP","#define CLIENT_TRACKING_NOLOOP (1ULL<<37)"
"CLIENT_TRACKING_CACHING","#define CLIENT_TRACKING_CACHING (1ULL<<36)"
"CLIENT_TRACKING_OPTOUT","#define CLIENT_TRACKING_OPTOUT (1ULL<<35)"
"CLIENT_TRACKING_OPTIN","#define CLIENT_TRACKING_OPTIN (1ULL<<34)"
"CLIENT_TRACKING_BCAST","#define CLIENT_TRACKING_BCAST (1ULL<<33)"
"CLIENT_TRACKING_BROKEN_REDIR","#define CLIENT_TRACKING_BROKEN_REDIR (1ULL<<32)"
"CLIENT_TRACKING","#define CLIENT_TRACKING (1ULL<<31)"
"CLIENT_EXECUTING_COMMAND","#define CLIENT_EXECUTING_COMMAND (1<<29)"
"CLIENT_PROTECTED","#define CLIENT_PROTECTED (1<<28)"
"CLIENT_LUA_DEBUG_SYNC","#define CLIENT_LUA_DEBUG_SYNC (1<<26)"
"CLIENT_LUA_DEBUG","#define CLIENT_LUA_DEBUG (1<<25)"
"CLIENT_REPLY_SKIP","#define CLIENT_REPLY_SKIP (1<<24)"
"CLIENT_REPLY_SKIP_NEXT","#define CLIENT_REPLY_SKIP_NEXT (1<<23)"
"CLIENT_REPLY_OFF","#define CLIENT_REPLY_OFF (1<<22)"
"CLIENT_PENDING_WRITE","#define CLIENT_PENDING_WRITE (1<<21)"
"CLIENT_PREVENT_PROP","#define CLIENT_PREVENT_PROP (CLIENT_PREVENT_AOF_PROP|CLIENT_PREVENT_REPL_PROP)"
"CLIENT_PREVENT_REPL_PROP","#define CLIENT_PREVENT_REPL_PROP (1<<20)"
"CLIENT_PREVENT_AOF_PROP","#define CLIENT_PREVENT_AOF_PROP (1<<19)"
"CLIENT_PUBSUB","#define CLIENT_PUBSUB (1<<18)"
"CLIENT_PRE_PSYNC","#define CLIENT_PRE_PSYNC (1<<16)"
"CLIENT_FORCE_REPL","#define CLIENT_FORCE_REPL (1<<15)"
"CLIENT_FORCE_AOF","#define CLIENT_FORCE_AOF (1<<14)"
"CLIENT_MASTER_FORCE_REPLY","#define CLIENT_MASTER_FORCE_REPLY (1<<13)"
"CLIENT_DIRTY_EXEC","#define CLIENT_DIRTY_EXEC (1<<12)"
"CLIENT_UNIX_SOCKET","#define CLIENT_UNIX_SOCKET (1<<11)"
"CLIENT_CLOSE_ASAP","#define CLIENT_CLOSE_ASAP (1<<10)"
"CLIENT_SCRIPT","#define CLIENT_SCRIPT (1<<8)"
"CLIENT_DIRTY_CAS","#define CLIENT_DIRTY_CAS (1<<5)"
"CLIENT_MONITOR","#define CLIENT_MONITOR (1<<2)"
"CLIENT_SLAVE","#define CLIENT_SLAVE (1<<0)"
"RDB_FAILED","#define RDB_FAILED 2"
"RDB_NOT_EXIST","#define RDB_NOT_EXIST 1"
"RDB_OK","#define RDB_OK 0"
"CMD_CHANNEL_UNSUBSCRIBE","#define CMD_CHANNEL_UNSUBSCRIBE (1ULL<<13)"
"DB_FLAG_NO_UPDATE_KEYSIZES","#define DB_FLAG_NO_UPDATE_KEYSIZES (1ULL<<4)"
"DB_FLAG_KEY_OVERWRITE","#define DB_FLAG_KEY_OVERWRITE (1ULL<<3)"
"DB_FLAG_KEY_EVICTED","#define DB_FLAG_KEY_EVICTED (1ULL<<2)"
"DB_FLAG_KEY_EXPIRED","#define DB_FLAG_KEY_EXPIRED (1ULL<<1)"
"DB_FLAG_KEY_DELETED","#define DB_FLAG_KEY_DELETED (1ULL<<0)"
"DB_FLAG_KEY_NONE","#define DB_FLAG_KEY_NONE 0"
"CMD_KEY_FULL_ACCESS","#define CMD_KEY_FULL_ACCESS (CMD_KEY_RW | CMD_KEY_ACCESS | CMD_KEY_UPDATE)"
"CMD_KEY_VARIABLE_FLAGS","#define CMD_KEY_VARIABLE_FLAGS (1ULL<<10)"
"CMD_KEY_INCOMPLETE","#define CMD_KEY_INCOMPLETE (1ULL<<9)"
"CMD_KEY_NOT_KEY","#define CMD_KEY_NOT_KEY (1ULL<<8)"
"CMD_KEY_RM","#define CMD_KEY_RM (1ULL<<3)"
"CMD_KEY_OW","#define CMD_KEY_OW (1ULL<<2)"
"CMD_KEY_RW","#define CMD_KEY_RW (1ULL<<1)"
"CMD_KEY_RO","#define CMD_KEY_RO (1ULL<<0)"
"CMD_INTERNAL","#define CMD_INTERNAL (1ULL<<29)"
"CMD_TOUCHES_ARBITRARY_KEYS","#define CMD_TOUCHES_ARBITRARY_KEYS (1ULL<<28)"
"CMD_MODULE_GETCHANNELS","#define CMD_MODULE_GETCHANNELS (1ULL<<27)"
"CMD_ALLOW_BUSY","#define CMD_ALLOW_BUSY ((1ULL<<26))"
"CMD_MOVABLE_KEYS","#define CMD_MOVABLE_KEYS (1ULL<<25)"
"CMD_NO_MULTI","#define CMD_NO_MULTI (1ULL<<24)"
"CMD_NO_ASYNC_LOADING","#define CMD_NO_ASYNC_LOADING (1ULL<<23)"
"CMD_MODULE_NO_CLUSTER","#define CMD_MODULE_NO_CLUSTER (1ULL<<22)"
"CMD_MODULE_GETKEYS","#define CMD_MODULE_GETKEYS (1ULL<<21)"
"CMD_PROTECTED","#define CMD_PROTECTED (1ULL<<20)"
"CMD_NO_MANDATORY_KEYS","#define CMD_NO_MANDATORY_KEYS (1ULL<<19)"
"CMD_ONLY_SENTINEL","#define CMD_ONLY_SENTINEL (1ULL<<18)"
"CMD_MAY_REPLICATE","#define CMD_MAY_REPLICATE (1ULL<<16)"
"CMD_SKIP_SLOWLOG","#define CMD_SKIP_SLOWLOG (1ULL<<12)"
"CMD_SKIP_MONITOR","#define CMD_SKIP_MONITOR (1ULL<<11)"
"CMD_STALE","#define CMD_STALE (1ULL<<10)"
"CMD_LOADING","#define CMD_LOADING (1ULL<<9)"
"CMD_NOSCRIPT","#define CMD_NOSCRIPT (1ULL<<6)"
"CMD_PUBSUB","#define CMD_PUBSUB (1ULL<<5)"
"CMD_MODULE","#define CMD_MODULE (1ULL<<3)"
"CMD_DENYOOM","#define CMD_DENYOOM (1ULL<<2)"
"IOTHREAD_MAIN_THREAD_ID","#define IOTHREAD_MAIN_THREAD_ID 0"
"IO_THREAD_MAX_PENDING_CLIENTS","#define IO_THREAD_MAX_PENDING_CLIENTS 16"
"HASHTABLE_MAX_LOAD_FACTOR","#define HASHTABLE_MAX_LOAD_FACTOR 1.618"
"CONFIG_OOM_BGCHILD","#define CONFIG_OOM_BGCHILD 2"
"CONFIG_OOM_REPLICA","#define CONFIG_OOM_REPLICA 1"
"CONFIG_OOM_MASTER","#define CONFIG_OOM_MASTER 0"
"REDIS_DEFAULT_LOOKAHEAD","#define REDIS_DEFAULT_LOOKAHEAD 16"
"CONFIG_FDSET_INCR","#define CONFIG_FDSET_INCR (CONFIG_MIN_RESERVED_FDS+96)"
"REPLY_BUFFER_DEFAULT_PEAK_RESET_TIME","#define REPLY_BUFFER_DEFAULT_PEAK_RESET_TIME 5000"
"PROTO_REPLY_MIN_BYTES","#define PROTO_REPLY_MIN_BYTES (1024)"
"PROTO_RESIZE_THRESHOLD","#define PROTO_RESIZE_THRESHOLD (1024*32)"
"PROTO_MBULK_BIG_ARG","#define PROTO_MBULK_BIG_ARG (1024*32)"
"PROTO_INLINE_MAX_SIZE","#define PROTO_INLINE_MAX_SIZE (1024*64)"
"PROTO_REPLY_CHUNK_BYTES","#define PROTO_REPLY_CHUNK_BYTES (16*1024)"
"PROTO_IOBUF_LEN","#define PROTO_IOBUF_LEN (1024*16)"
"STATS_METRIC_EL_DURATION","#define STATS_METRIC_EL_DURATION 6"
"STATS_METRIC_EL_CYCLE","#define STATS_METRIC_EL_CYCLE 5"
"STATS_METRIC_NET_OUTPUT_REPLICATION","#define STATS_METRIC_NET_OUTPUT_REPLICATION 4"
"STATS_METRIC_NET_INPUT_REPLICATION","#define STATS_METRIC_NET_INPUT_REPLICATION 3"
"STATS_METRIC_NET_OUTPUT","#define STATS_METRIC_NET_OUTPUT 2"
"STATS_METRIC_NET_INPUT","#define STATS_METRIC_NET_INPUT 1"
"STATS_METRIC_COMMAND","#define STATS_METRIC_COMMAND 0"
"SERVER_CHILD_NOERROR_RETVAL","#define SERVER_CHILD_NOERROR_RETVAL 255"
"ACTIVE_EXPIRE_CYCLE_FAST","#define ACTIVE_EXPIRE_CYCLE_FAST 1"
"ACTIVE_EXPIRE_CYCLE_SLOW","#define ACTIVE_EXPIRE_CYCLE_SLOW 0"
"CLIENT_MEM_USAGE_BUCKETS","#define CLIENT_MEM_USAGE_BUCKETS (1+CLIENT_MEM_USAGE_BUCKET_MAX_LOG-CLIENT_MEM_USAGE_BUCKET_MIN_LOG)"
"CLIENT_MEM_USAGE_BUCKET_MAX_LOG","#define CLIENT_MEM_USAGE_BUCKET_MAX_LOG 33"
"CLIENT_MEM_USAGE_BUCKET_MIN_LOG","#define CLIENT_MEM_USAGE_BUCKET_MIN_LOG 15"
"CLIENTS_CRON_MIN_ITERATIONS","#define CLIENTS_CRON_MIN_ITERATIONS 5"
"INCREMENTAL_REHASHING_THRESHOLD_US","#define INCREMENTAL_REHASHING_THRESHOLD_US 1000"
"CONFIG_DEFAULT_PROC_TITLE_TEMPLATE","#define CONFIG_DEFAULT_PROC_TITLE_TEMPLATE ""{title} {listen-addr} {server-mode}"""
"CONFIG_MIN_RESERVED_FDS","#define CONFIG_MIN_RESERVED_FDS 32"
"NET_HOST_PORT_STR_LEN","#define NET_HOST_PORT_STR_LEN (NET_HOST_STR_LEN+32)"
"NET_ADDR_STR_LEN","#define NET_ADDR_STR_LEN (NET_IP_STR_LEN+32)"
"NET_IP_STR_LEN","#define NET_IP_STR_LEN 46"
"NET_HOST_STR_LEN","#define NET_HOST_STR_LEN 256"
"CONFIG_DEFAULT_BINDADDR","#define CONFIG_DEFAULT_BINDADDR { ""*"", ""-::*"" }"
"CONFIG_DEFAULT_BINDADDR_COUNT","#define CONFIG_DEFAULT_BINDADDR_COUNT 2"
"CONFIG_DEFAULT_PID_FILE","#define CONFIG_DEFAULT_PID_FILE ""/var/run/redis.pid"""
"CONFIG_BGSAVE_RETRY_DELAY","#define CONFIG_BGSAVE_RETRY_DELAY 5"
"CONFIG_REPL_BACKLOG_MIN_SIZE","#define CONFIG_REPL_BACKLOG_MIN_SIZE (1024*16)"
"RDB_EOF_MARK_SIZE","#define RDB_EOF_MARK_SIZE 40"
"LOG_MAX_LEN","#define LOG_MAX_LEN 1024"
"NET_MAX_WRITES_PER_EVENT","#define NET_MAX_WRITES_PER_EVENT (1024*64)"
"CRON_DICTS_PER_DB","#define CRON_DICTS_PER_DB 16"
"CRON_DBS_PER_CALL","#define CRON_DBS_PER_CALL 16"
"MAX_CLIENTS_PER_CLOCK_TICK","#define MAX_CLIENTS_PER_CLOCK_TICK 200"
"CONFIG_MAX_HZ","#define CONFIG_MAX_HZ 500"
"CONFIG_MIN_HZ","#define CONFIG_MIN_HZ 1"
"CONFIG_DEFAULT_HZ","#define CONFIG_DEFAULT_HZ 10"
"C_RETRY","#define C_RETRY -2"
"REDISMODULE_CORE","#define REDISMODULE_CORE 1"
"__REDIS_H","#define __REDIS_H "
"HAVE_LIBSYSTEMD","#define HAVE_LIBSYSTEMD 1"
"__DISABLE_SSE3__","#define __DISABLE_SSE3__ "
"_MM_DENORMALS_ZERO_OFF","#define _MM_DENORMALS_ZERO_OFF 0x0000"
"_MM_DENORMALS_ZERO_ON","#define _MM_DENORMALS_ZERO_ON 0x0040"
"_MM_DENORMALS_ZERO_MASK","#define _MM_DENORMALS_ZERO_MASK 0x0040"
"_PMMINTRIN_H_INCLUDED","#define _PMMINTRIN_H_INCLUDED "
"CH","#define CH(x,y,z) (((x) & (y)) ^ (~(x) & (z)))"
"gt","#define gt(L) (&L->l_gt)"
"__DISABLE_SSSE3__","#define __DISABLE_SSSE3__ "
"_TMMINTRIN_H_INCLUDED","#define _TMMINTRIN_H_INCLUDED "
"SLOWLOG_GET_Keyspecs","#define SLOWLOG_GET_Keyspecs NULL"
"SLOWLOG_HELP_History","#define SLOWLOG_HELP_History NULL"
"SLOWLOG_HELP_Tips","#define SLOWLOG_HELP_Tips NULL"
"SLOWLOG_HELP_Keyspecs","#define SLOWLOG_HELP_Keyspecs NULL"
"SLOWLOG_LEN_History","#define SLOWLOG_LEN_History NULL"
"SLOWLOG_LEN_Keyspecs","#define SLOWLOG_LEN_Keyspecs NULL"
"SLOWLOG_RESET_History","#define SLOWLOG_RESET_History NULL"
"SLOWLOG_RESET_Keyspecs","#define SLOWLOG_RESET_Keyspecs NULL"
"__DISABLE_SSE4_1__","#define __DISABLE_SSE4_1__ "
"__DISABLE_SSE4_2__","#define __DISABLE_SSE4_2__ "
"_SIDD_UNIT_MASK","#define _SIDD_UNIT_MASK 0x40"
"_SIDD_BIT_MASK","#define _SIDD_BIT_MASK 0x00"
"_SIDD_MOST_SIGNIFICANT","#define _SIDD_MOST_SIGNIFICANT 0x40"
"MODULE_HELP_History","#define MODULE_HELP_History NULL"
"MODULE_HELP_Tips","#define MODULE_HELP_Tips NULL"
"_SIDD_LEAST_SIGNIFICANT","#define _SIDD_LEAST_SIGNIFICANT 0x00"
"_SIDD_MASKED_NEGATIVE_POLARITY","#define _SIDD_MASKED_NEGATIVE_POLARITY 0x30"
"MODULE_HELP_Keyspecs","#define MODULE_HELP_Keyspecs NULL"
"_SIDD_MASKED_POSITIVE_POLARITY","#define _SIDD_MASKED_POSITIVE_POLARITY 0x20"
"MODULE_LIST_History","#define MODULE_LIST_History NULL"
"MODULE_LIST_Keyspecs","#define MODULE_LIST_Keyspecs NULL"
"MODULE_LOAD_History","#define MODULE_LOAD_History NULL"
"MODULE_LOAD_Tips","#define MODULE_LOAD_Tips NULL"
"MODULE_LOAD_Keyspecs","#define MODULE_LOAD_Keyspecs NULL"
"MODULE_LOADEX_History","#define MODULE_LOADEX_History NULL"
"MODULE_LOADEX_Tips","#define MODULE_LOADEX_Tips NULL"
"MODULE_LOADEX_Keyspecs","#define MODULE_LOADEX_Keyspecs NULL"
"MODULE_UNLOAD_History","#define MODULE_UNLOAD_History NULL"
"MODULE_UNLOAD_Tips","#define MODULE_UNLOAD_Tips NULL"
"_SIDD_NEGATIVE_POLARITY","#define _SIDD_NEGATIVE_POLARITY 0x10"
"MODULE_UNLOAD_Keyspecs","#define MODULE_UNLOAD_Keyspecs NULL"
"_SIDD_POSITIVE_POLARITY","#define _SIDD_POSITIVE_POLARITY 0x00"
"_SIDD_CMP_EQUAL_ORDERED","#define _SIDD_CMP_EQUAL_ORDERED 0x0c"
"_SIDD_CMP_EQUAL_EACH","#define _SIDD_CMP_EQUAL_EACH 0x08"
